1 10 0.6940938234329224 0.72867351770401 0.6595191955566406 0.01727447286248207 0.8999999761581421
1 20 0.6968282461166382 0.7821233868598938 0.5186460018157959 0.0033140017185360193 0.009999999776482582
2 30 0.6931378245353699 0.7175435423851013 0.2465883046388626 0.020151132717728615 0.010389610193669796
2 40 0.6924187541007996 0.6439015865325928 0.5259882807731628 1.0 0.0022624435368925333
3 50 0.7056151628494263 0.5481476783752441 0.12134532630443573 0.8484848737716675 0.03809523954987526
3 60 0.7538972496986389 0.40553075075149536 0.16606025397777557 0.0 0.0
4 70 0.8346982598304749 0.2945176661014557 0.08185988664627075 0.9230769276618958 0.1621621549129486
4 80 0.9704117774963379 0.1995576024055481 0.20154130458831787 0.8333333134651184 0.5555555820465088
5 90 1.199428915977478 0.11305664479732513 0.11974666267633438 1.0 0.01781737245619297
5 100 1.3881137371063232 0.07502180337905884 0.09667670726776123 0.9038461446762085 0.0546511635184288
6 110 1.7090137004852295 0.03989791125059128 0.110684335231781 0.9090909361839294 0.37037035822868347
6 120 1.9664415121078491 0.026437243446707726 0.4809388518333435 0.7142857313156128 0.008237232454121113
7 130 2.07234525680542 0.020284846425056458 0.31501176953315735 0.9696969985961914 0.0258481428027153
7 140 2.453643321990967 0.010416408069431782 0.30827540159225464 0.0 0.0
8 150 2.5833308696746826 0.008285634219646454 0.13710656762123108 0.9444444179534912 0.9444444179534912
8 160 2.7456746101379395 0.01588251255452633 0.18710830807685852 1.0 0.05263157933950424
9 170 3.0244295597076416 0.004663904197514057 0.163426473736763 0.8333333134651184 0.028011204674839973
9 180 3.4563491344451904 0.002434590831398964 0.5352600812911987 0.0 0.0
10 190 3.825125217437744 0.0013420062605291605 0.14877179265022278 1 1
10 200 3.449202537536621 0.0020377077162265778 0.06752700358629227 0.782608687877655 0.2571428716182709
10 210 3.014747381210327 0.004013448487967253 0.05611870810389519 1 1
11 220 2.8097035884857178 0.00560831930488348 0.2210312932729721 0.7197802066802979 0.09590043872594833
11 230 2.573204278945923 0.008720548823475838 0.06665748357772827 0.9210526347160339 0.026555387303233147
12 240 2.449824333190918 0.010342312976717949 0.04423603415489197 1.0 0.595588207244873
12 250 2.3969359397888184 0.011476201005280018 0.04492148384451866 0.6666666865348816 0.5
13 260 2.2373545169830322 0.015768298879265785 0.04530948027968407 0.8484848737716675 0.19310344755649567
13 270 2.158303737640381 0.018801402300596237 0.05944434925913811 0.9238095283508301 0.05600461736321449
14 280 2.1849465370178223 0.016325311735272408 0.03046799823641777 0.8203592896461487 0.2565543055534363
